,datasetId,@odata.context,days,times,enabled,localTimeZoneId,notifyOption
0,051c2701-3d54-418f-b186-8115b716848c,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,True,Arabian Standard Time,MailOnFailure
0,458ce5f8-01dd-4f80-bce5-35178f77f69a,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,False,Arabian Standard Time,MailOnFailure
0,7d26904e-49e2-4999-b71b-6a09beea453f,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,True,Arabian Standard Time,MailOnFailure
0,90d4ae7f-37c3-45fe-8246-4cd29dbb8dd5,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,True,Arabian Standard Time,MailOnFailure
0,8116d7d7-addd-4104-a655-39bdc754736f,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,True,Arabian Standard Time,MailOnFailure
0,c2496aa2-5ef4-4d4b-81c4-b6bc17c24935,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,False,Arabian Standard Time,NoNotification
0,f9867a7d-eb7b-4f20-ba3c-196fb98b1f88,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,False,Arabian Standard Time,MailOnFailure
0,774b2eaf-1464-4947-a93a-b608611fa8ec,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,False,Arabian Standard Time,MailOnFailure
0,7feaf539-0598-45ea-a221-acde73f3c1de,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30,False,Arabian Standard Time,MailOnFailure
0,75f8aa65-82df-4733-b421-324222fed52f,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,True,Arabian Standard Time,MailOnFailure
0,a96e6fb2-c8d1-4ff0-b3a6-d1a2caa087ba,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30,False,Arabian Standard Time,MailOnFailure
0,937ce562-5d53-497b-9648-a1e4ce30408e,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,True,Arabian Standard Time,MailOnFailure
0,fe39c90a-c0e2-44d0-9e31-64dd155f3d81,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,True,Arabian Standard Time,MailOnFailure
0,9d9bbc6f-a7b4-44f9-b97d-1e577e3dfacb,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,True,Arabian Standard Time,MailOnFailure
0,68f0c0a6-27ba-40e2-be8f-1bf9ee83983f,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday","04:30,08:30",True,Arabian Standard Time,MailOnFailure
0,659adff8-c377-4f90-9095-59135e820acb,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:35,False,UTC,MailOnFailure
0,ecb3b05f-6966-46f3-9644-7e7c5f0cb060,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:52,False,UTC,MailOnFailure
0,0704fcf9-d8b0-4cb1-934b-1f3e7f068bfc,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,True,Arabian Standard Time,MailOnFailure
0,c6799ffd-d656-4d41-84f6-9a3fd14aa8c4,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:30,False,UTC,MailOnFailure
0,6dbe016c-c81f-447e-a715-9b041776e8ce,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,False,UTC,MailOnFailure
0,c5a7b5f2-c5b0-4b7e-b8cf-bb20ae0ba5b1,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,True,Arabian Standard Time,MailOnFailure
0,b29cd063-2919-4c8e-ae91-f8a470b769c0,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,True,Arabian Standard Time,MailOnFailure
0,c11b922e-f01d-41d1-aa21-25efd16127ac,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,True,Arabian Standard Time,MailOnFailure
0,7d9f57f0-99dc-447d-afae-482e3322364b,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:53,False,UTC,MailOnFailure
0,6dbccfeb-90a4-4d72-bebd-f468ae6b8ca3,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00,True,Arabian Standard Time,MailOnFailure
0,c9bc9ae2-ae7d-4126-9ede-dfa0611349cd,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,False,Arabian Standard Time,MailOnFailure
0,e807f4f9-f0a6-459f-98f1-b86f8515d09e,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,False,Arabian Standard Time,MailOnFailure
0,c65adf08-6f3b-414b-8dd9-485088091d37,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,False,Arabian Standard Time,MailOnFailure
0,dbc5ddf9-b1f7-4c6a-87d8-31b410440e40,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,False,Arabian Standard Time,MailOnFailure
0,92f8b6d8-eee4-4fc3-ae51-ef1f79288add,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",00:00,False,UTC,MailOnFailure
0,b5c66136-3b23-43ca-8248-4364d7dd2f05,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:00,False,UTC,MailOnFailure
0,853a4ab1-98db-4462-815d-788bfac3d605,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00,False,Arabian Standard Time,MailOnFailure
0,d6acddc3-591c-4836-9fd9-0467d9381408,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,True,Arabian Standard Time,MailOnFailure
0,0e7cf426-6c58-4a68-9d5a-b05d059d5afa,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,False,Arabian Standard Time,MailOnFailure
0,e086dd69-66b7-4131-ad1d-284af06c26bf,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,True,Arabian Standard Time,MailOnFailure
0,d10d51fd-861d-4f79-903a-7815d1839161,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,True,Arabian Standard Time,MailOnFailure
0,e06efdfb-009d-4da0-91fe-081dbfa22c60,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,False,Arabian Standard Time,MailOnFailure
0,190d4ed5-a58b-498d-9f8c-8d39b71a13fb,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,True,Arabian Standard Time,MailOnFailure
0,e1e90855-bf29-4819-8711-d8097ca40ba9,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00,True,Arabian Standard Time,MailOnFailure
0,c6b5c6b6-ef9b-45f5-95b1-bb3ff23db4cd,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Wednesday",07:30,True,India Standard Time,MailOnFailure
0,d53b6f42-4dbc-49e7-a827-2a3ec333d746,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",,True,Arabian Standard Time,MailOnFailure
0,f6e76747-d7b0-4b6a-96d6-aaff451ea2bc,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,True,Arabian Standard Time,MailOnFailure
0,5a9e31a3-117b-4b22-b9a3-697aefd80ff5,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,True,Arabian Standard Time,MailOnFailure
0,9355198e-5dc8-4a90-9c12-2a77246c307f,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,True,Arabian Standard Time,MailOnFailure
0,4484265f-2264-4e92-8562-7ac0a80a9c1b,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:27,False,UTC,MailOnFailure
0,92e3f23d-18ba-4ab6-848d-da781d965e5c,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:10,False,UTC,MailOnFailure
0,03bbfc04-2338-49a2-a154-b5c2cc0ca4a8,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00,False,UTC,MailOnFailure
0,22bfbb9f-63a3-4f54-8e17-d7b5071db10f,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,True,Arabian Standard Time,MailOnFailure
0,70a8f047-bbc9-4151-b2fd-d2a40f365915,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:30,True,Arabian Standard Time,MailOnFailure
0,30991a01-3bf8-4fd4-b4fe-0c26a0e65e38,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:30,False,Arabian Standard Time,MailOnFailure
0,8d28903c-288c-4397-8e6b-9071a28b1d44,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday","01:30,16:00",True,Arabian Standard Time,MailOnFailure
0,6da7b065-622b-4ee5-9721-ffd6382c61d0,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday","01:30,16:00",True,Arabian Standard Time,MailOnFailure
0,e59dcdc3-5eb8-4bdb-b514-8a6caba6593c,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday","01:30,16:00",True,Arabian Standard Time,MailOnFailure
0,a00f7205-51cf-4398-a6b8-7372b788d767,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,True,Arabian Standard Time,MailOnFailure
0,0690956f-6079-499c-bd2e-2316b956c122,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,True,Arabian Standard Time,MailOnFailure
0,2613d79c-b553-4400-a48d-ce71a911a916,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,False,Arabian Standard Time,MailOnFailure
0,15502813-55ac-459b-8e34-623c56bbc53a,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,False,UTC,MailOnFailure
0,3c6d814f-c8a5-4af2-b6a0-1e57d1b75089,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:30,False,UTC,MailOnFailure
0,9fdb3dee-5024-4604-b2c1-513329276510,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,False,Arabian Standard Time,MailOnFailure
0,d9cdbc32-b298-4a80-b037-93d129fbe66b,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:49,False,UTC,MailOnFailure
0,af5d6ed0-6410-4e31-9abd-445ad89b0181,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",00:55,False,UTC,MailOnFailure
0,5a5d49a0-6489-4166-90ae-fec156547256,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00,True,Arabian Standard Time,MailOnFailure
0,a9bca474-e48a-43fb-a67a-96c6afbfac8d,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,False,Arabian Standard Time,MailOnFailure
0,d0f6c04f-df38-4856-bc52-9ee688a40359,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,True,Arabian Standard Time,MailOnFailure
0,28aa2d7c-15a5-48ed-bc41-6f18cd34b1bb,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00,True,Arabian Standard Time,MailOnFailure
0,ada6fcd6-9158-4f88-aaf6-ade6f5a289f2,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,True,Arabian Standard Time,MailOnFailure
0,78fe6b20-2bda-4a81-8953-c28eee6cd2be,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",01:00,False,UTC,MailOnFailure
0,f2bd5068-39ff-40bd-8bbc-3a9bdef764a2,http://wabi-north-europe-l-primary-redirect.analysis.windows.net/v1.0/myorg/$metadata#Microsoft.PowerBI.ServiceContracts.Api.V1.RefreshSchedule,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:00,False,Arabian Standard Time,MailOnFailure
